CaptureIndex,ServiceID,ServiceVersion,MessageID,MessageType,HeadSize,MessageSize,MessageEncoding,LocalTime,SeqNo,EventTime,SecurityID,MDStreamID,SecurityIDSource,TradingPhaseCode,EventType,TickBSFlag,ChannelNo,ApplicationSequence,BidApplicationSequence,OfferApplicationSequence,Side,OrderType,ExecutionType,Price,Quantity,TradeCount,Volume,Turnover,PreClosePrice,OpenPrice,HighPrice,LowPrice,LastPrice,TotalBidQuantity,WeightedAverageBidPrice,TotalOfferQuantity,WeightedAverageOfferPrice
1227,4,101,4,SHL2MarketData,23,764,1,16:26:39.395,14886100,16:26:39.000,501088,,,,ENDTR,,,,,,,,,,,15,64500.000,48753.00000,0.750,0.750,0.763,0.750,0.762,138100.000,0.745,1600.000,0.767
1228,4,101,4,SHL2MarketData,23,884,1,16:26:39.395,14886101,16:26:39.000,501030,,,,ENDTR,,,,,,,,,,,69,231794.000,115596.33600,0.512,0.504,0.509,0.492,0.504,44200.000,0.497,72400.000,0.512
1229,4,101,4,SHL2MarketData,23,908,1,16:26:39.395,14886102,16:26:39.000,603196,,,,ENDTR,,,,,,,,,,,9679,4557810.000,87595803.40000,19.030,19.190,19.980,18.160,19.840,315500.000,19.000,91100.000,20.279
1230,4,101,4,SHL2MarketData,23,1276,1,16:26:39.395,14886103,16:26:39.000,603533,,,,ENDTR,,,,,,,,,,,67465,43171558.000,836608822.68000,19.690,18.940,20.100,18.530,19.830,1539300.000,18.868,2410900.000,20.986
1231,4,101,4,SHL2MarketData,23,876,1,16:26:39.395,14886104,16:26:39.000,688032,,,,ENDTR,,,,,,,,,,,5884,1549633.000,115569429.99000,74.330,73.010,75.700,73.010,73.980,56965.000,68.949,156463.000,80.341
1232,4,101,4,SHL2MarketData,23,1084,1,16:26:39.396,14886105,16:26:39.000,603948,,,,ENDTR,,,,,,,,,,,6247,2262584.000,40721085.24000,18.240,18.320,18.470,17.400,18.240,113400.000,17.736,192700.000,18.874
1233,4,101,4,SHL2MarketData,23,876,1,16:26:39.396,14886106,16:26:39.000,688511,,,,ENDTR,,,,,,,,,,,8545,3890550.000,70989101.76000,17.870,18.470,19.380,16.530,19.150,164535.000,17.469,374009.000,19.812
1234,4,101,4,SHL2MarketData,23,1308,1,16:26:39.396,14886107,16:26:39.000,603122,,,,ENDTR,,,,,,,,,,,39873,22712000.000,215952741.00000,9.900,9.890,9.900,9.070,9.760,431700.000,9.242,1029100.000,10.397
1235,4,101,4,SHL2MarketData,23,908,1,16:26:39.396,14886108,16:26:39.000,603307,,,,ENDTR,,,,,,,,,,,4507,1118455.000,24129981.60000,22.420,23.110,23.110,20.930,21.670,48495.000,21.124,89985.000,22.782
1236,4,101,4,SHL2MarketData,23,2444,1,16:26:39.396,14886109,16:26:39.000,510980,,,,ENDTR,,,,,,,,,,,30451,353119900.000,474916490.50000,1.344,1.345,1.358,1.327,1.355,19187200.000,1.335,20434800.000,1.363
1237,4,101,4,SHL2MarketData,23,892,1,16:26:39.396,14886110,16:26:39.000,588910,,,,ENDTR,,,,,,,,,,,511,5487600.000,7643160.30000,1.388,1.389,1.492,1.332,1.485,969700.000,1.436,769500.000,1.499
1238,6,101,28,Snapshot300111_v2,23,936,1,16:26:39.451,16916846,16:26:39.000,002357,010,102 ,E0      ,,,1012,,,,,,,,,16223,11490389,94927011.3600,8.4500,8.490000,8.530000,8.010000,8.380000,283800,8.150000,710400,8.880000
1239,6,101,28,Snapshot300111_v2,23,1632,1,16:26:39.451,16916847,16:26:39.000,002309,010,102 ,E0      ,,,1011,,,,,,,,,90233,270429583,733484777.2600,2.8100,2.780000,2.800000,2.640000,2.760000,19065400,2.670000,19169602,2.970000
1240,6,101,28,Snapshot300111_v2,23,1624,1,16:26:39.451,16916848,16:26:39.000,002314,010,102 ,E0      ,,,1013,,,,,,,,,11862,28278102,56006362.9800,2.0200,2.010000,2.010000,1.940000,2.000000,3729600,1.950000,5118600,2.080000
1241,6,101,28,Snapshot300111_v2,23,1160,1,16:26:39.451,16916849,16:26:39.000,002312,010,102 ,E0      ,,,1014,,,,,,,,,21064,23334508,188994095.7700,8.0100,7.980000,8.170000,7.950000,8.100000,2221697,7.990000,5158500,8.430000
1242,6,101,28,Snapshot300111_v2,23,1040,1,16:26:39.451,16916850,16:26:39.000,002306,010,102 ,E0      ,,,1015,,,,,,,,,2029,18632100,30190050.0000,1.6900,1.690000,1.700000,1.560000,1.650000,2083600,1.590000,2778500,1.720000
1243,6,101,28,Snapshot300111_v2,23,1320,1,16:26:39.451,16916851,16:26:39.000,002459,010,102 ,E0      ,,,1012,,,,,,,,,23809,39614428,279128388.7000,7.0600,7.040000,7.130000,6.970000,7.110000,3969381,6.970000,6753007,7.470000
1244,6,101,28,Snapshot300111_v2,23,1520,1,16:26:39.451,16916852,16:26:39.000,002457,010,102 ,E0      ,,,1011,,,,,,,,,27309,33950398,331760461.4400,10.0500,10.000000,10.140000,9.380000,10.060000,1850799,9.590000,2107100,10.600000
1245,6,101,28,Snapshot300111_v2,23,1280,1,16:26:39.451,16916853,16:26:39.000,002439,010,102 ,E0      ,,,1014,,,,,,,,,51518,41187096,554303101.2700,13.5200,13.410000,13.670000,13.210000,13.600000,2604362,13.310000,4362207,14.220000
1246,6,101,28,Snapshot300111_v2,23,1264,1,16:26:39.451,16916854,16:26:39.000,002405,010,102 ,E0      ,,,1013,,,,,,,,,55142,62680320,391892635.8500,6.1400,6.110000,6.330000,6.100000,6.270000,3535800,6.100000,6740716,6.480000
1247,6,101,28,Snapshot300111_v2,23,1200,1,16:26:39.451,16916855,16:26:39.000,002496,010,102 ,E0      ,,,1013,,,,,,,,,8643,26766320,48876842.2000,1.8800,1.860000,1.890000,1.750000,1.860000,2892800,1.800000,4675558,1.960000
1248,6,101,28,Snapshot300111_v2,23,1392,1,16:26:39.451,16916856,16:26:39.000,002560,010,102 ,E0      ,,,1012,,,,,,,,,51170,43228883,232452519.2500,5.4800,5.480000,5.560000,5.100000,5.560000,2363680,5.250000,2139140,5.810000
1249,6,101,28,Snapshot300111_v2,23,848,1,16:26:39.451,16916857,16:26:39.000,002733,010,102 ,E0      ,,,1012,,,,,,,,,43387,22297435,392717324.2900,17.5800,17.590000,18.600000,16.180000,18.520000,531653,17.270000,984534,18.870000
1250,6,101,28,Snapshot300111_v2,23,1168,1,16:26:39.451,16916858,16:26:39.000,002877,010,102 ,E0      ,,,1012,,,,,,,,,15585,9431882,61912671.1600,6.7600,6.680000,6.780000,6.350000,6.640000,498600,6.450000,628021,7.000000
1251,6,101,28,Snapshot300111_v2,23,1632,1,16:26:39.452,16916859,16:26:39.000,002559,010,102 ,E0      ,,,1011,,,,,,,,,61098,54196990,483586657.6300,8.9500,9.060000,9.350000,8.320000,9.350000,2467429,8.840000,2122800,9.650000
1252,6,101,28,Snapshot300111_v2,23,1040,1,16:26:39.452,16916860,16:26:39.000,002552,010,102 ,E0      ,,,1014,,,,,,,,,87029,25175300,1060521933.7700,43.9500,42.400000,45.260000,39.560000,44.200000,329900,43.010000,547100,45.820000
1253,6,101,28,Snapshot300111_v2,23,872,1,16:26:39.452,16916861,16:26:39.000,002664,010,102 ,E0      ,,,1014,,,,,,,,,12329,7540767,112947159.6600,14.9300,14.960000,15.290000,14.500000,15.130000,376398,14.760000,505000,15.690000
1254,6,101,28,Snapshot300111_v2,23,1160,1,16:26:39.452,16916862,16:26:39.000,002821,010,102 ,E0      ,,,1014,,,,,,,,,67302,13049842,2139627398.8800,162.5100,161.650000,170.000000,158.500000,169.500000,415753,161.700000,469120,173.680000
1255,6,101,28,Snapshot300111_v2,23,1008,1,16:26:39.452,16916863,16:26:39.000,002655,010,102 ,E0      ,,,1011,,,,,,,,,82556,43425203,1088985929.2800,25.7100,25.660000,27.420000,23.140000,27.400000,1525000,24.850000,506400,27.840000
1256,6,101,28,Snapshot300111_v2,23,1524,1,16:26:39.452,16916864,16:26:39.000,002717,010,102 ,E0      ,,,1011,,,,,,,,,5821,74247747,75628040.5200,1.0100,1.000000,1.060000,0.970000,1.030000,11769117,0.980000,23906040,1.080000
1257,6,101,28,Snapshot300111_v2,23,1376,1,16:26:39.452,16916865,16:26:39.000,002608,010,102 ,E0      ,,,1013,,,,,,,,,35948,54276538,393651246.0000,7.4800,7.400000,7.400000,7.140000,7.260000,4467261,7.130000,4809962,7.760000
1258,6,101,28,Snapshot300111_v2,23,952,1,16:26:39.452,16916866,16:26:39.000,002725,010,102 ,E0      ,,,1013,,,,,,,,,16545,8841148,85359421.5000,9.7900,9.740000,10.060000,9.120000,10.010000,317696,9.510000,550200,10.450000
1259,6,101,28,Snapshot300111_v2,23,1344,1,16:26:39.452,16916867,16:26:39.000,002415,010,102 ,E0      ,,,1015,,,,,,,,,194197,130742284,4504066174.2800,34.2800,34.590000,35.260000,33.500000,35.110000,3973481,33.900000,7831668,36.180000
1260,6,101,28,Snapshot300111_v2,23,888,1,16:26:39.452,16916868,16:26:39.000,002534,010,102 ,E0      ,,,1015,,,,,,,,,47855,26016902,335972496.7800,13.2700,13.300000,13.550000,12.160000,13.360000,523700,12.730000,408400,13.990000
1261,6,101,28,Snapshot300111_v2,23,1112,1,16:26:39.452,16916869,16:26:39.000,002622,010,102 ,E0      ,,,1015,,,,,,,,,22474,42397123,82975358.7700,2.0600,2.060000,2.070000,1.850000,2.020000,2134200,1.910000,1934500,2.160000
1262,4,101,4,SHL2MarketData,23,1996,1,16:26:39.524,14886111,16:26:39.000,600438,,,,ENDTR,,,,,,,,,,,66045,54148245.000,575392276.08000,10.600,10.610,10.740,10.520,10.720,3179671.000,10.475,5153510.000,11.128
1263,4,101,4,SHL2MarketData,23,1052,1,16:26:39.524,14886112,16:26:39.000,600486,,,,ENDTR,,,,,,,,,,,35534,8329040.000,454803998.03000,54.900,54.950,55.800,53.500,54.580,270700.000,52.747,524913.000,57.411
1264,4,101,4,SHL2MarketData,23,876,1,16:26:39.524,14886113,16:26:39.000,600099,,,,ENDTR,,,,,,,,,,,11063,6161856.000,47273048.00000,7.920,7.880,7.920,7.440,7.760,200400.000,7.548,225600.000,8.134
1265,4,101,4,SHL2MarketData,23,892,1,16:26:39.524,14886114,16:26:39.000,600605,,,,ENDTR,,,,,,,,,,,9820,5474874.000,137786360.40000,26.110,26.200,28.350,23.620,28.350,334100.000,25.513,32900.000,28.695
1266,4,101,4,SHL2MarketData,23,1132,1,16:26:39.524,14886115,16:26:39.000,603956,,,,ENDTR,,,,,,,,,,,21319,19894300.000,101358015.00000,5.230,5.330,5.330,4.890,5.200,2032300.000,5.005,1678765.000,5.422
1267,4,101,4,SHL2MarketData,23,892,1,16:26:39.524,14886116,16:26:39.000,510590,,,,ENDTR,,,,,,,,,,,187,985900.000,7952135.60000,8.044,8.053,8.423,7.890,8.423,276400.000,8.383,180500.000,8.458
1268,4,101,4,SHL2MarketData,23,1004,1,16:26:39.524,14886117,16:26:39.000,688219,,,,ENDTR,,,,,,,,,,,6067,7395991.000,76345139.76000,10.330,10.230,10.600,9.980,10.560,517793.000,10.133,1063720.000,11.522
1269,4,101,4,SHL2MarketData,23,892,1,16:26:39.524,14886118,16:26:39.000,688501,,,,ENDTR,,,,,,,,,,,6474,3138270.000,49265402.87000,15.910,15.690,16.340,14.810,16.050,50295.000,15.618,148089.000,16.924
1270,4,101,4,SHL2MarketData,23,1036,1,16:26:39.524,14886119,16:26:39.000,510580,,,,ENDTR,,,,,,,,,,,9847,81215176.000,320303260.32300,3.888,3.885,4.086,3.812,4.086,2863700.000,3.992,1552824.000,4.106
1271,4,101,4,SHL2MarketData,23,908,1,16:26:39.524,14886120,16:26:39.000,603987,,,,ENDTR,,,,,,,,,,,9519,6570365.000,47235733.95000,7.310,7.310,7.330,7.110,7.180,586180.000,7.079,772900.000,7.606
1272,4,101,4,SHL2MarketData,23,848,1,16:26:39.524,14886121,16:26:39.000,501303,,,,ENDTR,,,,,,,,,,,34,108100.000,102435.30000,0.932,0.936,0.958,0.932,0.958,94600.000,0.945,153400.000,0.979
1273,4,101,4,SHL2MarketData,23,1004,1,16:26:39.524,14886122,16:26:39.000,605577,,,,ENDTR,,,,,,,,,,,9557,3626200.000,33651841.00000,9.400,9.390,9.500,9.150,9.180,169800.000,9.116,230800.000,9.752
1274,4,101,4,SHL2MarketData,23,1004,1,16:26:39.524,14886123,16:26:39.000,688687,,,,ENDTR,,,,,,,,,,,6427,4807305.000,76216645.19000,16.180,16.340,16.360,15.280,16.300,208463.000,15.529,555388.000,17.787
1275,4,101,4,SHL2MarketData,23,972,1,16:26:39.524,14886124,16:26:39.000,688551,,,,ENDTR,,,,,,,,,,,18059,6592007.000,236904337.76000,35.280,36.000,39.800,32.080,39.580,156601.000,36.526,92909.000,40.941
1276,4,101,4,SHL2MarketData,23,908,1,16:26:39.525,14886125,16:26:39.000,688789,,,,ENDTR,,,,,,,,,,,5987,1532262.000,72613274.96000,47.710,47.700,48.730,46.490,47.010,43493.000,46.154,124527.000,50.526
1277,4,101,4,SHL2MarketData,23,1148,1,16:26:39.525,14886126,16:26:39.000,513200,,,,ENDTR,,,,,,,,,,,9773,337097400.000,329953211.90000,0.987,0.984,0.991,0.966,0.986,3275800.000,0.975,5890300.000,1.003
1278,4,101,4,SHL2MarketData,23,908,1,16:26:39.525,14886127,16:26:39.000,688273,,,,ENDTR,,,,,,,,,,,7868,2592706.000,74935966.65000,30.010,30.860,30.860,27.180,29.290,81902.000,27.973,169353.000,31.952
1279,4,101,4,SHL2MarketData,23,908,1,16:26:39.525,14886128,16:26:39.000,508007,,,,ENDTR,,,,,,,,,,,418,940557.000,7757269.55500,8.436,8.278,8.281,8.129,8.266,413598.000,8.176,412758.000,8.392
1280,4,101,4,SHL2MarketData,23,956,1,16:26:39.525,14886129,16:26:39.000,688545,,,,ENDTR,,,,,,,,,,,61736,21418450.000,1558221794.38000,69.910,72.050,80.000,63.800,79.770,301385.000,71.903,401464.000,82.251
1281,4,101,4,SHL2MarketData,23,1244,1,16:26:39.551,14886130,16:26:39.000,600192,,,,ENDTR,,,,,,,,,,,10808,10266906.000,60007157.92000,6.130,6.160,6.170,5.600,5.950,922300.000,5.767,973600.000,6.431
1282,4,101,4,SHL2MarketData,23,2124,1,16:26:39.551,14886131,16:26:39.000,600261,,,,ENDTR,,,,,,,,,,,8349,12847500.000,37624591.00000,2.940,2.950,2.980,2.890,2.930,1799900.000,2.865,2880659.000,3.026
1283,4,101,4,SHL2MarketData,23,1660,1,16:26:39.551,14886132,16:26:39.000,600009,,,,ENDTR,,,,,,,,,,,55851,24440971.000,587655856.01000,23.940,23.960,24.550,23.600,23.620,840400.000,23.266,2842778.000,25.117
1284,4,101,4,SHL2MarketData,23,1364,1,16:26:39.551,14886133,16:26:39.000,600227,,,,ENDTR,,,,,,,,,,,47670,108805800.000,331535268.68000,3.370,3.130,3.150,3.030,3.030,0.000,0.000,32952120.000,3.244
1285,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886134,16:26:39.000,603255,,,,ENDTR,,,,,,,,,,,5773,3289600.000,84338159.32000,27.900,27.800,28.000,25.110,25.900,95300.000,25.538,259600.000,27.233
1286,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886135,16:26:39.000,562530,,,,ENDTR,,,,,,,,,,,430,3888100.000,4759635.20000,1.227,1.224,1.239,1.205,1.222,965300.000,1.202,998900.000,1.231
1287,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886136,16:26:39.000,561260,,,,ENDTR,,,,,,,,,,,194,2018565.000,2502621.53500,1.246,1.249,1.258,1.226,1.241,1099500.000,1.225,1134565.000,1.252
1288,4,101,4,SHL2MarketData,23,956,1,16:26:39.551,14886137,16:26:39.000,603293,,,,ENDTR,,,,,,,,,,,5773,1996683.000,68545501.03000,34.850,34.700,34.940,33.330,34.890,152500.000,33.910,167800.000,36.796
1289,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886138,16:26:39.000,561870,,,,ENDTR,,,,,,,,,,,96,3613600.000,4177675.00000,1.151,1.167,1.167,1.147,1.150,780300.000,1.147,796200.000,1.156
1290,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886139,16:26:39.000,508090,,,,ENDTR,,,,,,,,,,,182,609600.000,2199406.00000,3.711,3.672,3.705,3.494,3.688,673200.000,3.618,448605.000,3.701
1291,4,101,4,SHL2MarketData,23,972,1,16:26:39.551,14886140,16:26:39.000,520670,,,,ENDTR,,,,,,,,,,,1098,40173800.000,31930098.20000,0.789,0.787,0.804,0.785,0.801,3305900.000,0.792,1900900.000,0.810
1292,4,101,4,SHL2MarketData,23,880,1,16:26:39.551,14886141,16:26:39.000,588140,,,,ENDTR,,,,,,,,,,,404,11658100.000,12618969.60000,1.068,1.070,1.160,1.016,1.146,930300.000,1.130,1048700.000,1.173
1293,4,101,4,SHL2MarketData,23,940,1,16:26:39.551,14886142,16:26:39.000,603334,,,,ENDTR,,,,,,,,,,,7652,2167550.000,65943777.65000,31.140,31.070,31.140,29.600,30.640,75600.000,30.041,175700.000,32.934
1294,4,101,4,SHL2MarketData,23,1868,1,16:26:39.551,14886143,16:26:39.000,563790,,,,ENDTR,,,,,,,,,,,10735,149124000.000,116425458.60000,0.775,0.775,0.813,0.740,0.813,9481600.000,0.780,10156200.000,0.826
1295,4,101,4,SHL2MarketData,23,924,1,16:26:39.551,14886144,16:26:39.000,515970,,,,ENDTR,,,,,,,,,,,844,76512100.000,63450510.20000,0.817,0.817,0.841,0.817,0.841,5011800.000,0.835,3902200.000,0.844
1296,4,101,4,SHL2MarketData,23,876,1,16:26:39.551,14886145,16:26:39.000,688813,,,,ENDTR,,,,,,,,,,,14760,3875130.000,466172678.34000,119.960,120.000,130.000,108.420,127.800,60355.000,119.097,100727.000,134.629
1297,4,101,4,SHL2MarketData,23,1628,1,16:26:39.551,14886146,16:26:39.000,560830,,,,ENDTR,,,,,,,,,,,5513,60954800.000,56100737.70000,0.932,0.940,0.946,0.910,0.925,8041600.000,0.909,9038400.000,0.949
1298,4,101,4,SHL2MarketData,23,892,1,16:26:39.551,14886147,16:26:39.000,515040,,,,ENDTR,,,,,,,,,,,246,11982203.000,11419610.74200,0.943,0.941,0.984,0.928,0.983,675696.000,0.936,2301188.000,1.003
1299,6,101,28,Snapshot300111_v2,23,1152,1,16:26:39.601,16916870,16:26:39.000,002735,010,102 ,E0      ,,,1015,,,,,,,,,42782,28455280,266804156.2000,9.5000,9.510000,9.870000,8.700000,9.870000,1014020,9.270000,1024800,10.270000
1300,6,101,28,Snapshot300111_v2,23,904,1,16:26:39.601,16916871,16:26:39.000,002828,010,102 ,E0      ,,,1015,,,,,,,,,31549,26323873,298383709.6200,11.7900,11.550000,11.840000,10.780000,11.660000,847000,11.030000,1222000,12.210000
1301,6,101,28,Snapshot300111_v2,23,968,1,16:26:39.601,16916872,16:26:39.000,002919,010,102 ,E0      ,,,1014,,,,,,,,,19302,8220428,131208981.2200,16.3500,16.500000,16.700000,15.180000,16.680000,215460,16.070000,180540,17.210000
1302,6,101,28,Snapshot300111_v2,23,1288,1,16:26:39.601,16916873,16:26:39.000,002969,010,102 ,E0      ,,,1015,,,,,,,,,77601,41464665,419836294.1900,10.3700,10.390000,10.620000,9.430000,10.570000,1142400,9.970000,1672819,10.950000
1303,6,101,28,Snapshot300111_v2,23,952,1,16:26:39.601,16916874,16:26:39.000,002992,010,102 ,E0      ,,,1012,,,,,,,,,9449,3255739,113628759.1800,35.8600,37.110000,37.240000,33.040000,35.500000,169300,33.890000,420000,38.150000
1304,6,101,28,Snapshot300111_v2,23,1136,1,16:26:39.601,16916875,16:26:39.000,002839,010,102 ,E0      ,,,1011,,,,,,,,,29866,40096080,176120275.8000,4.3900,4.390000,4.450000,4.320000,4.330000,1902560,4.220000,7871495,4.500000
1305,6,101,28,Snapshot300111_v2,23,944,1,16:26:39.601,16916876,16:26:39.000,003018,010,102 ,E0      ,,,1014,,,,,,,,,61785,20970347,765241507.4300,37.9100,38.410000,39.660000,34.120000,39.460000,201729,37.780000,171452,40.640000
1306,6,101,28,Snapshot300111_v2,23,848,1,16:26:39.601,16916877,16:26:39.000,123155,010,102 ,E0      ,,,1035,,,,,,,,,9044,382120,48882079.9300,128.6710,128.671000,129.600000,126.450000,129.579000,13290,126.242000,87541,135.649000
1307,6,101,28,Snapshot300111_v2,23,880,1,16:26:39.601,16916878,16:26:39.000,123179,010,102 ,E0      ,,,1034,,,,,,,,,3114,142650,17543846.2600,122.8900,122.942000,123.400000,122.607000,122.950000,2170,120.962000,20580,128.442000
1308,6,101,28,Snapshot300111_v2,23,992,1,16:26:39.601,16916879,16:26:39.000,002911,010,102 ,E0      ,,,1011,,,,,,,,,25610,10798894,116478920.4000,10.7100,10.600000,10.890000,10.500000,10.820000,395200,10.630000,794009,11.340000
1309,6,101,28,Snapshot300111_v2,23,856,1,16:26:39.601,16916880,16:26:39.000,123188,010,102 ,E0      ,,,1032,,,,,,,,,37425,3327662,395612116.3110,118.7730,118.001000,122.499000,114.000000,121.200000,18608,117.113000,49418,128.321000
1310,6,101,28,Snapshot300111_v2,23,848,1,16:26:39.601,16916881,16:26:39.000,127083,010,102 ,E0      ,,,1032,,,,,,,,,10221,745001,90692977.4580,122.2500,122.251000,122.828000,120.721000,122.198000,2590,119.950000,22167,129.308000
1311,6,101,28,Snapshot300111_v2,23,1024,1,16:26:39.601,16916882,16:26:39.000,002806,010,102 ,E0      ,,,1013,,,,,,,,,25227,16491200,195291668.5800,12.4600,12.620000,12.870000,11.210000,12.450000,453400,11.840000,342000,12.970000
1312,6,101,28,Snapshot300111_v2,23,848,1,16:26:39.601,16916883,16:26:39.000,123192,010,102 ,E0      ,,,1031,,,,,,,,,5995,341203,43511361.6300,127.3430,127.483000,128.324000,126.912000,128.105000,2190,125.386000,14820,135.892000
1313,6,101,28,Snapshot300111_v2,23,1520,1,16:26:39.601,16916884,16:26:39.000,159050,010,102 ,E0      ,,,1022,,,,,,,,,5242,64183723,53091193.4600,0.8200,0.819000,0.850000,0.795000,0.849000,3244300,0.823000,4168502,0.879000
1314,6,101,28,Snapshot300111_v2,23,880,1,16:26:39.601,16916885,16:26:39.000,002921,010,102 ,E0      ,,,1013,,,,,,,,,25256,11748791,235961266.2900,21.0600,20.860000,21.240000,18.950000,20.980000,126600,19.860000,225400,22.160000
1315,6,101,28,Snapshot300111_v2,23,896,1,16:26:39.601,16916886,16:26:39.000,127103,010,102 ,E0      ,,,1034,,,,,,,,,13439,802457,114003430.9130,140.3480,140.480000,145.000000,137.567000,144.500000,4225,139.998000,121932,148.596000
1316,6,101,28,Snapshot300111_v2,23,856,1,16:26:39.601,16916887,16:26:39.000,003023,010,102 ,E0      ,,,1013,,,,,,,,,12891,4562170,76716300.0000,17.6100,17.610000,17.770000,16.110000,17.120000,106200,16.520000,183100,18.330000
1317,6,101,28,Snapshot300111_v2,23,848,1,16:26:39.602,16916888,16:26:39.000,123157,010,102 ,E0      ,,,1033,,,,,,,,,47645,4697687,635786421.7500,132.8000,133.000000,137.900000,131.401000,136.749000,28388,133.549000,163740,140.708000
1318,6,101,28,Snapshot300111_v2,23,952,1,16:26:39.602,16916889,16:26:39.000,159053,010,102 ,E0      ,,,1024,,,,,,,,,1431,25874723,21112587.5920,0.7990,0.801000,0.842000,0.782000,0.842000,2730500,0.826000,674800,0.857000
1319,4,101,4,SHL2MarketData,23,1228,1,16:26:39.591,14886148,16:26:39.000,600501,,,,ENDTR,,,,,,,,,,,25275,11551596.000,145438856.80000,12.840,12.800,13.030,12.000,13.000,400700.000,12.356,579108.000,13.649
1320,4,101,4,SHL2MarketData,23,1100,1,16:26:39.591,14886149,16:26:39.000,600533,,,,ENDTR,,,,,,,,,,,10904,18527889.000,34516413.14000,1.910,1.910,1.930,1.820,1.880,1957699.000,1.820,2636601.000,1.970
1321,4,101,4,SHL2MarketData,23,1324,1,16:26:39.591,14886150,16:26:39.000,600783,,,,ENDTR,,,,,,,,,,,34559,20734076.000,297384078.28000,14.450,14.500,14.780,13.660,14.540,809261.000,14.107,1499300.000,15.383
1322,4,101,4,SHL2MarketData,23,1596,1,16:26:39.591,14886151,16:26:39.000,600704,,,,ENDTR,,,,,,,,,,,42770,71880247.000,359401037.79000,4.930,4.930,5.060,4.920,4.970,3718400.000,4.890,17395273.000,5.171
1323,4,101,4,SHL2MarketData,23,892,1,16:26:39.591,14886152,16:26:39.000,510350,,,,ENDTR,,,,,,,,,,,598,5869200.000,28857659.90000,4.878,4.879,5.011,4.840,5.011,752800.000,4.983,532900.000,5.044
1324,4,101,4,SHL2MarketData,23,1404,1,16:26:39.591,14886153,16:26:39.000,603871,,,,ENDTR,,,,,,,,,,,39946,21860226.000,260012303.88000,11.820,11.710,12.280,11.500,11.600,415500.000,11.405,2532180.000,12.481
1325,4,101,4,SHL2MarketData,23,892,1,16:26:39.591,14886154,16:26:39.000,502023,,,,ENDTR,,,,,,,,,,,4,2700.000,4043.60000,1.495,1.490,1.517,1.490,1.515,12700.000,1.465,40121.000,1.520
1326,4,101,4,SHL2MarketData,23,2444,1,16:26:39.591,14886155,16:26:39.000,603327,,,,ENDTR,,,,,,,,,,,41168,46762778.000,372443794.91000,8.180,7.970,8.250,7.680,8.180,2992886.000,7.878,2728097.000,8.612
1327,4,101,4,SHL2MarketData,23,876,1,16:26:39.591,14886156,16:26:39.000,516590,,,,ENDTR,,,,,,,,,,,99,4309800.000,4758053.10000,1.082,1.092,1.123,1.092,1.118,1319600.000,1.109,816600.000,1.123
1328,4,101,4,SHL2MarketData,23,1532,1,16:26:39.591,14886157,16:26:39.000,603920,,,,ENDTR,,,,,,,,,,,105087,37078972.000,1274311942.78000,32.930,33.580,35.980,32.190,35.870,900054.000,33.492,975802.000,36.114
1329,4,101,4,SHL2MarketData,23,1068,1,16:26:39.591,14886158,16:26:39.000,603331,,,,ENDTR,,,,,,,,,,,13299,8101200.000,79890571.00000,10.080,10.080,10.180,9.450,10.060,390100.000,9.772,550100.000,10.708
1330,4,101,4,SHL2MarketData,23,876,1,16:26:39.591,14886159,16:26:39.000,512160,,,,ENDTR,,,,,,,,,,,108,746000.000,1116812.60000,1.498,1.500,1.529,1.483,1.527,951500.000,1.522,934600.000,1.534
1331,4,101,4,SHL2MarketData,23,1036,1,16:26:39.592,14886160,16:26:39.000,603815,,,,ENDTR,,,,,,,,,,,18104,17584900.000,91581212.00000,5.340,5.370,5.370,5.030,5.220,982300.000,5.038,1380198.000,5.514
1332,4,101,4,SHL2MarketData,23,1020,1,16:26:39.592,14886161,16:26:39.000,605399,,,,ENDTR,,,,,,,,,,,9708,7781956.000,72635129.69000,9.580,9.680,9.680,8.920,9.560,256400.000,9.043,538312.000,10.192
1333,4,101,4,SHL2MarketData,23,820,1,16:26:39.592,14886162,16:26:39.000,517170,,,,ENDTR,,,,,,,,,,,30,1031100.000,1033729.60000,0.996,1.000,1.010,0.995,1.009,793600.000,1.000,451500.000,1.023
1334,4,101,4,SHL2MarketData,23,764,1,16:26:39.592,14886163,16:26:39.000,501218,,,,ENDTR,,,,,,,,,,,7,3200.000,2906.40000,0.926,0.903,0.931,0.899,0.931,13800.000,0.876,31200.000,0.948
1335,4,101,4,SHL2MarketData,23,908,1,16:26:39.592,14886164,16:26:39.000,588260,,,,ENDTR,,,,,,,,,,,627,2088900.000,5630325.30000,2.592,2.596,2.908,2.489,2.902,433800.000,2.828,348900.000,2.949
1336,4,101,4,SHL2MarketData,23,876,1,16:26:39.592,14886165,16:26:39.000,562330,,,,ENDTR,,,,,,,,,,,66,1298800.000,1607082.10000,1.216,1.216,1.240,1.216,1.235,443800.000,1.221,342100.000,1.237
